"id","REF MLH","REF. HESPERIA","YACIMIENTO","MUNICIPIO","MATERIAL","OBJETO","TIPO SOPORTE","signario paleohispánico?","TEXTO","APARATO CRÍTICO","LENGUA"
"3024","C.","GI.16.02","Can Fontagrau","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$kai&","$kai&, $li&, $tui&","IBERICO"
"2550","E.","TE.13.01","Torre Cremada","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ben",,"IBERICO"
"2551","E.","TE.13.02","Torre Cremada","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]e&
\
","$]e&, $e&. altern.","IBERICO"
"2552","E.","TE.13.03","Torre Cremada","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","bas",,"IBERICO"
"2553","K.","GU.09.01","La Merced-Muela","Guadalajara","CERAMICA","RECIPIENTE",,"CELTIBERICO W.","[...?]ratus +[...]",,"CELTIBERICO"
"2555","K.","LO.05.01","Inestrillas (Contrebia Leucade)","La Rioja","CERAMICA","RECIPIENTE",,"CELTIBERICO","ota",,"CELTIBERICO"
"2567",,"GU.03.01","Necrópolis de la Cerrada","Guadalajara","CERAMICA","INSTRUMENTO","INDET.","MERIDIONAL","[...]$bak̲o̲ba&+$[...]&","$bak̲o̲ba&, $bat̲a̲ba& Gamo; $[...]&,  $[ne]&, $[ae]& Gamo;","INDET."
"2568",,"GU.03.02","El Palomar-Sector Molino","Guadalajara","CERAMICA","RECIPIENTE","INDET.","MERIDIONAL","v. comentario",,"INDET."
"2575","D.15.02.S1","L.18.08","Iesso","Lleida","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%A)# oḳạịa
\
\
%B)# ś",,"IBERICO"
"2571","D.05.11.S1","L.03.07","Can Sotaterra","Lleida","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","sbaśạ",,"IBERICO"
"2572","D.05.12.S1","L.03.05","Can Sotaterra","Lleida","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ḿi&","$ḿi&, $oe& Cura (1985) $ḿe& Cura (1993);","IBERICO"
"2573","D.05.13.S1","L.03.09","Can Sotaterra","Lleida","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%A)# $ute&
\
\
%B)# $o&","$ute&, $uteo& Cura (1993, lectura conjunta) ;
\
$o&, $om& Cura (1985) marca no grafemática según Luján (HEp) ;
\
","IBERICO"
"2576","C.","T.15.01","La Palma - Nova Classis","Tarragona","PLOMO","LAMINA/PLANCHA","INDET.","LEVANTINO","[---]+bitiukin:beta++[---]",,"IBERICO"
"2585","D.","L.08.03","Ilerda","Lleida","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]$tasa+&[---]","
\
$tasa+&, $sa& Garcés (1991) ;","IBERICO"
"2579","D.","L.05.01","El Calvari","Lleida","PLOMO",,"INDET.","LEVANTINO","banbaibar",,"IBERICO"
"2586","C.01.28.S1","GI.10.09","Empúries","Girona","PIEDRA","PLACA","INDET.","LEVANTINO","[---]al[---]
\
[---]+[---]",,"IBERICO"
"2587","C.01.35.S1","GI.10.01","Sant Martí d&#039;Empúries","Girona","PIEDRA","PLACA","INDET.","LEVANTINO","[---]+e
\
[---]+tin
\
[---]tili",,"IBERICO"
"2588","D.","B.08.01","L&#039;Esquirol","Barcelona","PIEDRA","PARIETAL/RUPESTRE","VOTIVO","LEVANTINO","$kutukiŕbitatikokabastokeaubooelm̂nḿite/śrbe&","$kutukiŕbitatikokabastokeaubooelm̂nḿite/śrbe&, $kutukiŕbitatikokabastokeaubooelm̂nḿite[-]/śrbe(+)& Ferrer i Jané 2014","IBERICO"
"2589","C.","B.25.07","Ca l&#039;Estrada","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bal",,"IBERICO"
"2590","C.12.04.S1","B.20.01","Facultat de Medicina","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]+la[---]",,"IBERICO"
"2591","C.06.","B.47.10","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bal",,"IBERICO"
"2592","C.07.","B.44.04","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---?]bil",,"IBERICO"
"2593","C.08.","B.41.09","Baetulo","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$boba&","$babo& E (altern.)","IBERICO"
"2594","C.08.","B.41.18","Baetulo","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]$+ui&[---]","$lui& Velaza","IBERICO"
"2595","C.08.","B.41.19","Baetulo","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$luni&","$lukin& Velaza","IBERICO"
"2598","K.09","SO.01.15","Numancia","Soria","CERAMICA","PESA DE TELAR","INDET.","CELTIBERICO","i",,"celtibérico?"
"2599","K-","SP.02.40FALSA","Desconocido","Desconocida","BRONCE","TESERA",,"CELTIBERICO","erbiernibiaka
\
korasati",,"no ha lugar"
"2600","K.","SP.02.41FALSA","Desconocido","Desconocida","BRONCE","TESERA",,"CELTIBERICO W.","nkuiltamibika
\
korasati",,"no ha lugar"
"2601","K.","SP.02.42FALSA","Desconocido","Desconocida","BRONCE","TESERA",,"CELTIBERICO","erbiernibika
\
kortiasati",,"no ha lugar"
"2602","F.13","V.06.082","El Tossal de Sant Miquel","Valencia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","eŕiarban:selk̲e̲śaler:teekiar:tárdeḿbaŕ:/ aten:niśunin:bekóŕban:oŕer:uk̲e̲ŕteiser:",,"IBERICO"
"2603","F.13","V.06.083","El Tossal de Sant Miquel","Valencia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","eŕi[---]ikamteiunsr:",,"IBERICO"
"2604","F.13","V.06.084","El Tossal de Sant Miquel","Valencia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]a̲itube[&","$]a̲itube[&,  $]ṟitube[& editores (altern.);","IBERICO"
"2605","F.13","V.06.085","El Tossal de Sant Miquel","Valencia","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","eŕiar:ban$+&[","$+&,  $ba, bi, i, n, l, ś& editores (alterns.);","IBERICO"
"2606","F.","CS.02.01","El Puig de La Misericòrdia","Castellón","PIEDRA","Ponderal","INDIC. PESO","LEVANTINO","o",,"IBERICO"
"2608","E.","Z.11.01","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ka&","
\
$ka&,  $A& latina, Ed. princeps (alternativa);","INDET."
"2609","E.","Z.11.02","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ko",,"INDET."
"2610","E.","Z.11.03","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","iḿ",,"INDET."
"2611","E.","Z.11.04","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ke+[---]",,"INDET."
"2613","E.","Z.11.06","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$be+[---]&","
\
$be+[---]&,  $beka[&, $betu[&, $bel&, $bea&, $ben& ed. princeps (alternativas);","IBERICO"
"2614","E.","Z.11.07","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","te[---] +o [---]te",,"INDET."
"2615","E.","Z.11.08","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$sŕ&","$sŕ&, $sku& Ed. princeps (altern.);","IBERICO"
"2616","E.","Z.11.09","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ke&","
\
$ke&, $ka&, $A& latina, eds. ;","INDET."
"2617","E.","Z.11.10","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","Indic. capacidad?","LEVANTINO","to[---]",,"INDET."
"2618","E.","Z.11.11","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","VOTIVO","LEVANTINO","teitataŕeseŕaśoankeibonatintaneśte",,"IBERICO"
"2619","E.","Z.11.12","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$[---]+narḿi&","$[---]+narḿi&,  $[---]tanarḿi&, $[---]bonarḿi&, $[---]inarḿi&, $[---]ḿnarḿi& Ed. princeps (alternativas);","IBERICO"
"2620","E.","Z.11.13","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]u:$a&[...]","$a&,$r&","IBERICO"
"2621","E.","Z.11.14","La Cabañeta","Zaragoza","CERAMICA","RECIPIENTE","ind. número","LEVANTINO","ti",,"IBERICO"
"2625","E.12","TE.11.04","Masico de Ponz","Teruel","CERAMICA","Peso","PROPIEDAD","LEVANTINO","aiunin",,"IBERICO"
"2626","E.15.01SUP","Z.12.01","La Corona","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","bilake:ai[u]natin
\
en:abiner
\
\
FL · ATILI
\
L · S",,"ibérico/latín"
"2627","E. (D.14.1.S1)","Z.13.01","Celsa","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tike[",,"IBERICO"
"2628","E.","Z.13.02","Celsa","Zaragoza","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tai[...]",,"IBERICO"
"2629","E.01.352","TE.02.352","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","aba",,"IBERICO"
"2632","E.01.353","TE.02.353","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","$abo& ","
\
$abo&, $bor& MLH (altern.);","IBERICO"
"2634","E.01.355","TE.02.355","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","akoe$s&","
\
$s&,  $ki& Maluquer;","IBERICO"
"2635","E.01.356","TE.02.356","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","al",,"IBERICO"
"2636","E.01.357","TE.02.357","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","an",,"IBERICO"
"2637","E.01.358","TE.02.358","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","as",,"IBERICO"
"2638","E.01.359","TE.02.359","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","ati",,"IBERICO"
"2639","E.01.360","TE.02.360","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","ati",,"IBERICO"
"2640","E.01.361","TE.02.361","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","babe",,"IBERICO"
"2641","E.01.362","TE.02.362","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","baiti",,"IBERICO"
"2642","E.01.363","TE.02.363","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","baka",,"IBERICO"
"2643","E.01.364","TE.02.364","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","Propiedad?","LEVANTINO","$bako&","$bako&, $koba& MLH (altern.);","IBERICO"
"2644","E.01.365","TE.02.365","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ban",,"IBERICO"
"2645","E.01.366","TE.02.366","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","baŕboŕba",,"IBERICO"
"2646","E.01.367","TE.02.367","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","baś",,"IBERICO"
"2647","E.01.368","TE.02.368","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","baś",,"IBERICO"
"2649","E.01.370","TE.02.370","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","beŕ  ó   beku",,"IBERICO"
"2650","E.01.371","TE.02.371","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDIC. CAPACIDAD","LEVANTINO","beŕ",,"IBERICO"
"2652","E.01.372b","TE.02.372b","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","PROPIEDAD","LEVANTINO","uti",,"IBERICO"
"2653","E.01.373","TE.02.373","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","INDET.","LEVANTINO","bil",,"IBERICO"
"2654","E.01.374","TE.02.374","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","INDET.","LEVANTINO","bis",,"IBERICO"
"2655","E.01.375a","TE.02.375a","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","PROPIEDAD","LEVANTINO","biuŕtetel",,"IBERICO"
"2656","E.01.375b","TE.02.375b","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","PROPIEDAD","LEVANTINO","biuŕ",,"IBERICO"
"2657","E.01.376a","TE.02.376a","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","INDET.","LEVANTINO","biuŕtetel",,"IBERICO"
"2658","E.01.376b","TE.02.376b","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","PROPIEDAD","LEVANTINO","bi",,"IBERICO"
"2659","E.01.377","TE.02.377","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","PROPIEDAD","LEVANTINO","biuŕ",,"IBERICO"
"2660","E.01.378a","TE.02.378a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","PROPIEDAD","LEVANTINO","biuŕ",,"IBERICO"
"2661","E.01.378b","TE.02.378b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","$ḿ&","
\
$ḿ&, $bi& ALF ;","IBERICO"
"2663","E.01.380","TE.02.380","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","eba",,"IBERICO"
"2664","E.01.381","TE.02.381","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ebo",,"IBERICO"
"2665","E.01.382","TE.02.382","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ekia",,"IBERICO"
"2666","E.01.383","TE.02.383","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ir",,"IBERICO"
"2667","E.01.384","TE.02.384","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","kal",,"IBERICO"
"2668","E.01.385a","TE.02.385a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ka",,"IBERICO"
"2669","E.01.385b","TE.02.385b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","a",,"IBERICO"
"2670","E.01.385c","TE.02.385c","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","kan",,"IBERICO"
"2671","E.01.386","TE.02.386","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","kar",,"IBERICO"
"2672","E.01.387","TE.02.387","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ka$to&","
\
$to&, $ti& M. Beltrán, Siles ;","IBERICO"
"2673","E.01.388","TE.02.388","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","$kato&","
\
$kato&,  $ue& Untermann (altern. leída al revés);","IBERICO"
"2674","E.01.389","TE.02.389","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","koba   ó   bako",,"IBERICO"
"2676","E.01.391","TE.02.391","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","keŕ",,"IBERICO"
"2677","E.01.392","TE.02.392","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","keŕ",,"IBERICO"
"2678","E.01.393","TE.02.393","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","lb̲a̲",,"IBERICO"
"2679","E.01.394","TE.02.394","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","la",,"IBERICO"
"2680","E.01.395","TE.02.395","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","la",,"IBERICO"
"2681","E.01.396","TE.02.396","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","$l̲ikor&","
\
$l̲ikor&, $takor, takikor, taskor& MLH (alterns.), $akoil& MLH (sentido levógiro), $akoita, likor, taikor& Siles;
\
\
","IBERICO"
"2682","E.01.397","TE.02.397","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","lu",,"IBERICO"
"2683","E.01.398","TE.02.398","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","$oba&","
\
$oba&, $bao& MLH (alern., levógiro) ;","IBERICO"
"2684","E.01.399","TE.02.399","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","oi",,"IBERICO"
"2685","E.01.400a","TE.02.400a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","on",,"IBERICO"
"2686","E.01.400b","TE.02.400b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ba  ó  ba[",,"IBERICO"
"2687","E.01.401","TE.02.401","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ska",,"IBERICO"
"2688","E.01.402","TE.02.402","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","śa",,"IBERICO"
"2689","E.01.403","TE.02.403","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","taka",,"IBERICO"
"2690","E.01.404","TE.02.404","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","tir",,"IBERICO"
"2691","E.01.405","TE.02.405","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","tiu",,"IBERICO"
"2692","E.01.406a","TE.02.406a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","tike",,"IBERICO"
"2693","E.01.406b","TE.02.406b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","a̲$ḿ̲e̲&","
\
$ḿ̲e̲&,  $e, ḿi& MLH (alternativas);","IBERICO"
"2694","E.01.407","TE.02.407","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","tol",,"IBERICO"
"2695","E.01.408","TE.02.408","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","$tu&ti","
\
$tu&, $a& Siles;","IBERICO"
"2696","E.01.409","TE.02.409","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ubao",,"IBERICO"
"2698","E.01.411","TE.02.411","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ue",,"IBERICO"
"2699","E.01.412a","TE.02.412a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","l",,"IBERICO"
"2700","E.01.412b","TE.02.412b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","un",,"IBERICO"
"2701","E.01.413","TE.02.413","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","un",,"IBERICO"
"2702","E.01.414","TE.02.414","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ur",,"IBERICO"
"2703","E.01.415","TE.02.415","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","us",,"IBERICO"
"2706","E.01.418","TE.02.418","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","aa",,"IBERICO"
"2707","E.01.419","TE.02.419","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","lŕ   ó   $lku&","
\
$lku&,  $lku& M. Beltrán;","IBERICO"
"2709","E.01.421","TE.02.421","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ḿl",,"IBERICO"
"2710","E.01.422","TE.02.422","Cabezo de Alcalá","Teruel","PIEDRA","PESA DE TELAR","INDET.","LEVANTINO","$ŕŕ&","
\
$ŕŕ&,  $beŕ, beku& MLH (alterns.);","IBERICO"
"2712","E.01.424","TE.02.424","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","sss",,"IBERICO"
"2715","E.01.427","TE.02.427","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","S87 ba",,"IBERICO"
"2716","E.01.428","TE.02.428","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ba S87",,"IBERICO"
"2717","E.01.429a","TE.02.429a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","e",,"IBERICO"
"2718","E.01.429b","TE.02.429b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","l ba S87?",,"IBERICO"
"2719","E.01.430","TE.02.430","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","l
\
e
\
b̲a̲
\
S87",,"IBERICO"
"2720","E.01.431","TE.02.431","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","t̲a̲ S87  ó  l̲ S87",,"IBERICO"
"2721","E.01.432a","TE.02.432a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","e",,"IBERICO"
"2722","E.01.432b","TE.02.432b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ba",,"IBERICO"
"2723","E.01.433a","TE.02.433a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","S87",,"IBERICO"
"2724","E.01.433b","TE.02.433b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ko",,"IBERICO"
"2725","E.01.434a","TE.02.434a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ko",,"IBERICO"
"2726","E.01.434b","TE.02.434b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","S87",,"IBERICO"
"2727","E.01.435a","TE.02.435a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","bi",,"IBERICO"
"2728","E.01.435b","TE.02.435b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","r  ó  a  ó   tu",,"IBERICO"
"2729","E.01.436a","TE.02.436a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ko",,"IBERICO"
"2730","E.01.436b","TE.02.436b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","ta",,"IBERICO"
"2731","E.01.437a","TE.02.437a","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","l",,"IBERICO"
"2732","E.01.437b","TE.02.437b","Cabezo de Alcalá","Teruel","CERAMICA","PESA DE TELAR","INDET.","LEVANTINO","n",,"IBERICO"
"2733","K.","P.04.01SUSPECTA","El Otero","Palencia","BRONCE","TESERA","tésera de hospitalidad","CELTIBERICO E.","loukes
\
$tero.uisko&
\
$lanian̲&
\
$k̲a̲s̲&","$tero.uisko&, $tero.uis&, Peralta 2014, 248; 
\
$lanian̲&, $lanian&,  $laniani&, $lamiam&, $lamiai& Jordán (alternativas); $lanian.bo& Peralta 2014, 248; $lamiam& Peralta 2018, 104; $lamiam.bo& Peralta 2018, 104
\
$kas&, Peralta 2014, 248
\
","CELTIBERICO"
"2734","L.","VIS.02.01","Viseu","Viseu","PIEDRA","Ara","VOTIVO","LATINO","DEIBABOR
\
IGO
\
DEIBOBOR
\
VISSAIEIGO
\
BOR
\
ALBINVS
\
CHAEREAE
\
F
\
V S L M",,"LUSITANO"
"3032","G.14","AB.07.03","Cerro de los Santos","Albacete","PIEDRA","escultura","INDET.","indet.","$]ku&steŕoka keine
\
bikiakekun","$]ku&, $teku& Gómez.Moreno (altern.);","INDET."
"2868","E.","TE.09.04","Mas de Moreno","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","balkei",,"IBERICO"
"2869","E.","TE.09.05","Mas de Moreno","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","balkei",,"IBERICO"
"2870","E.","TE.09.06","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","]t̲u̲ratiṇ",,"IBERICO"
"2871","E.","TE.09.07","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","]raṭị[",,"IBERICO"
"2873","E.","TE.09.09","Mas de Moreno","Teruel","CERAMICA","RECIPIENTE",,"LEVANTINO","oŕ̲[",,"INDET."
"2874","E.","TE.09.10","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","]unin",,"IBERICO"
"2876","E.","TE.09.11","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","kaku",,"IBERICO"
"2877","E.","TE.09.02","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","balke[",,"IBERICO"
"2878","E.","TE.09.03","Mas de Moreno","Teruel","CERAMICA","PESA DE TELAR",,"LEVANTINO","balkei",,"IBERICO"
"2879","E.","TE.09.08","Mas de Moreno","Teruel","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]tin",,"IBERICO"
"2890","K.","P.05.01","Monte Bernorio","Palencia","BRONCE","TESERA","tésera de hospitalidad","CELTIBERICO W.","]ium:kaa:sa",,"CELTIBERICO"
"2883","B.01.359b","HER.02.359B","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","$ṭạ́t̲u̲[&","$tátu[&, $botur& MLH","IBERICO"
"2884","B.01.359c","HER.02.359C","Ensérune","Hérault","CERAMICA","RECIPIENTE","FIRMA ARTES.","LEVANTINO","%(#tátuŕ%)#",,"IBERICO"
"2886","B.01.360b","HER.02.360B","Ensérune","Hérault","CERAMICA","RECIPIENTE","FIRMA ARTES.","LEVANTINO"," a [ti] [n] ko",,"IBERICO"
"2889","K.","Z.17.01","El Pueyo de Belchite","Zaragoza","PIEDRA","estruc. arquit. (uso secundario)","INDET.","CELTIBERICO E.","------
\
[---]+?[---?]
\
[---]+rṭụṇos[---?]",,"CELTIBERICO"
"2921","E.01","TE.02.467","Cabezo de Alcalá, Zona Baja","Teruel","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","baś",,"IBERICO"
"2922","E.01","TE.02.468","Cabezo de Alcalá, Zona Baja","Teruel","CERAMICA","RECIPIENTE","Propiedad?","LEVANTINO","so[",,"IBERICO"
